frame,xc,yc,wn,hn,conf
0,0.6596094965934753,0.46781691908836365,0.02871112897992134,0.14422403275966644,0.6686155200004578
8,0.4167783260345459,0.7183369994163513,0.04691924899816513,0.20846185088157654,0.7366182208061218
16,0.6533092260360718,0.44773897528648376,0.02538433112204075,0.14493602514266968,0.7776358127593994
24,0.06226513534784317,0.4547867774963379,0.04122414439916611,0.14052234590053558,0.7564900517463684
32,0.10664159059524536,0.44552308320999146,0.060592103749513626,0.14121229946613312,0.7534393072128296
40,0.6040467023849487,0.4804495871067047,0.028046702966094017,0.11894870549440384,0.7787192463874817
48,0.5685878992080688,0.5113906264305115,0.03270301967859268,0.1559552550315857,0.8197606801986694
56,0.44278836250305176,0.32493865489959717,0.022248363122344017,0.07265828549861908,0.7488623857498169
64,0.5331751108169556,0.33903634548187256,0.015439128503203392,0.02953796461224556,0.4382275640964508
72,0.5840964317321777,0.332578182220459,0.026138877496123314,0.10600916296243668,0.8106524348258972
80,0.9413384199142456,0.35880547761917114,0.024696921929717064,0.1174793690443039,0.5661969184875488
88,0.6027098298072815,0.5442063808441162,0.03322458267211914,0.17662489414215088,0.8769636154174805
96,0.5484997630119324,0.528316080570221,0.0522981658577919,0.1831659972667694,0.8876135945320129
104,0.537979245185852,0.5359712243080139,0.03808135911822319,0.19818522036075592,0.8316333889961243
112,0.1279486119747162,0.9608355760574341,0.054735828191041946,0.07657606154680252,0.95247483253479
120,0.9787653088569641,0.9025548100471497,0.04157199710607529,0.19355367124080658,0.882045567035675
128,0.15488970279693604,0.9533789157867432,0.05085902288556099,0.09061635285615921,0.8583566546440125
136,0.024278152734041214,0.9359574913978577,0.04813193157315254,0.12607862055301666,0.8796623349189758
144,0.8179489374160767,0.42338740825653076,0.07065920531749725,0.1719077229499817,0.7705740928649902
152,0.7422528266906738,0.9580744504928589,0.0625537857413292,0.08385120332241058,0.8965980410575867
160,0.1927923709154129,0.23054000735282898,0.029119014739990234,0.13150863349437714,0.776022732257843
168,0.6301008462905884,0.5013647079467773,0.03900451585650444,0.15048760175704956,0.7411905527114868
176,0.476998507976532,0.39399537444114685,0.04396400600671768,0.15852771699428558,0.8600628972053528
184,0.5902858972549438,0.3476707935333252,0.04433031007647514,0.09844852238893509,0.806275486946106
192,0.41850370168685913,0.15269766747951508,0.02539539337158203,0.1160496324300766,0.8295912742614746
200,0.38033151626586914,0.4133654236793518,0.032026100903749466,0.1554417908191681,0.8101216554641724
208,0.6905191540718079,0.96626216173172,0.06109180301427841,0.0668063685297966,0.817804217338562
216,0.7506479024887085,0.3456418812274933,0.049005985260009766,0.17178717255592346,0.8754106163978577
224,0.12882879376411438,0.222406804561615,0.015316247940063477,0.057810720056295395,0.8651557564735413
232,0.7481988668441772,0.9514790177345276,0.06487665325403214,0.09677836298942566,0.8793447613716125
240,0.7346727848052979,0.9527025818824768,0.06378946453332901,0.09459482878446579,0.7939934730529785
248,0.33675050735473633,0.94710373878479,0.04929394647479057,0.10358242690563202,0.86644446849823
256,0.7481722831726074,0.931038498878479,0.06910876929759979,0.13733859360218048,0.8858947157859802
264,0.6093109846115112,0.9238321781158447,0.07154979556798935,0.15233561396598816,0.9252613186836243
272,0.1929716318845749,0.4060184955596924,0.03746233135461807,0.12482605129480362,0.7912712097167969
280,0.7810454368591309,0.3324447274208069,0.011660957708954811,0.05593227967619896,0.7305407524108887
288,0.4954407811164856,0.28540682792663574,0.028029918670654297,0.13246095180511475,0.8252212405204773
296,0.3824957013130188,0.5593910217285156,0.056276749819517136,0.1815207600593567,0.8407301902770996
304,0.4775004982948303,0.4748751223087311,0.058418940752744675,0.1877056509256363,0.7878076434135437
312,0.12648706138134003,0.933390736579895,0.05530295521020889,0.13321855664253235,0.7448999881744385
320,0.5219601392745972,0.3027452230453491,0.02438640594482422,0.185008242726326,0.6846030354499817
328,0.4040156304836273,0.30150607228279114,0.04195375367999077,0.19207797944545746,0.7631540298461914
336,0.6386977434158325,0.30190324783325195,0.04416999965906143,0.19574487209320068,0.6321086287498474
344,0.6560959815979004,0.4422435462474823,0.03428001329302788,0.22849324345588684,0.6520671844482422
352,0.7193762063980103,0.26930946111679077,0.031816862523555756,0.13818515837192535,0.5864639282226562
360,0.9923928380012512,0.3283018469810486,0.014626502990722656,0.11736299842596054,0.8195574283599854
368,0.8173398971557617,0.2733783423900604,0.030185889452695847,0.1429176777601242,0.756079375743866
376,0.7316511869430542,0.2398429811000824,0.025494957342743874,0.13868111371994019,0.7161465883255005
384,0.4281979203224182,0.5503097772598267,0.04493236541748047,0.1609310507774353,0.7631431818008423
392,0.08818014711141586,0.28098419308662415,0.03336534649133682,0.14240345358848572,0.7569307684898376
400,0.8856121301651001,0.820039689540863,0.22582760453224182,0.344410240650177,0.8836276531219482
408,0.42619094252586365,0.2931846082210541,0.021889876574277878,0.06537144631147385,0.8147116303443909
416,0.39580202102661133,0.4527217447757721,0.05043830722570419,0.1417699158191681,0.849032998085022
424,0.9943943023681641,0.9643415808677673,0.010586166754364967,0.06569298356771469,0.768936812877655
432,0.5001813173294067,0.4004204571247101,0.02630329132080078,0.09428659826517105,0.6916328072547913
440,0.49432572722435,0.447407603263855,0.05106315761804581,0.18938565254211426,0.7859079241752625
448,0.4994218945503235,0.5492331981658936,0.06834153831005096,0.21706128120422363,0.8188362121582031
